ID,company_name,city,state,location,size,website,industry,description,revenue,founded,company_type,logo_url
31,red violet (NASDAQ: RDVT),Boca Raton,FL,"Boca Raton, Florida",51-200 employees,https://www.redviolet.com/,IT Services and IT Consulting,"At red violet, we build proprietary technologies and apply analytical capabilities to deliver identity intelligence. 

Our technology powers critical solutions, which empower organizations to operate with confidence. Our solutions enable the real-time identification and location of people, businesses, assets and their interrelationships. These solutions are used for purposes including risk mitigation, due diligence, fraud detection and prevention, regulatory compliance, and customer acquisition. 

Our intelligent platform, CORE™, is purpose-built for the enterprise, yet flexible enough for organizations of all sizes, bringing clarity to massive datasets by transforming data into intelligence. Our solutions are used today to enable frictionless commerce, to ensure safety, and to reduce fraud and the concomitant expense borne by society.

Our brands:
www.ididata.com
www.FOREWARN.com",Unknown,2017.0,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQGnTj5hNN_xeQ/company-logo_200_200/0/1623342983720?e=1677715200&v=beta&t=djRpZhrqcdYVu7MVcjORPvWLIR0nWYcA20ziScVHx98
32,BlastPoint,Pittsburgh,PA,"Pittsburgh, Pennsylvania",11-50 employees,http://www.blastpoint.com/,Software Development,"BlastPoint, Inc., is a B2B provider of customer intelligence and analytics solutions that companies across sectors rely on to optimize revenue growth. Serving the energy, financial, and automotive sectors, as well as numerous nonprofit community organizations, BlastPoint helps companies discover, target and engage the humans in their data.

Our customer intelligence platform makes AI-powered insights accessible to business users, no data management expertise necessary. This makes BlastPoint the go-to resource for business teams who seek to better understand the people and places they serve.

BlastPoint has helped partners across sectors accomplish business objectives and surpass benchmarks. Results we've helped our partners achieve include increasing digital engagement by 670%, surpassing social media benchmarks by 30%, saving $1.3 million by enrolling more customers in paperless billing, getting a 47% payment in full response from delinquent accounts, and more. ",Unknown,2016.0,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHw89stLK6GWQ/company-logo_200_200/0/1550888750256?e=1677715200&v=beta&t=bS5ZgesAA_fVRWNZkllHxvxmV1oNTwF5VrtLxnhreXk
33,HAISTACK.AI,Los Angeles,CA,"Los Angeles, California",11-50 employees,Unknown,Data Infrastructure and Analytics,"Haistack.AI is an Artificial Intelligence company focused on the legal recruiting industry. Using data compiled from the leading legal industry data sources, coupled with data collected over decades in the lateral recruiting market, Haistack identifies the best candidates for a specific position.

We do not simply match based on common candidate criteria, we use Machine Learning to identify patterns of successful candidate placement. Our results not only identify the best possible candidates but also tell you why they are the best candidates. With each new iteration our models learn and improve to become better.

Each candidate is unique.

Each position is unique.

#FindYourNeedle",Unknown,2022.0,Unknown,https://media-exp1.licdn.com/dms/image/D560BAQFYb9oC8FNYDg/company-logo_200_200/0/1666646661553?e=1677715200&v=beta&t=iXk9BDTFlw8g0317tNzKEW8xb_6nwMKElv5VksXq09Q
34,Rocket Central,Detroit,MI,"Detroit, Michigan","1,001-5,000 employees",http://www.rocketcentral.com/,IT Services and IT Consulting,"Rocket Central was formed in 2020 to enable the explosive growth happening within the Rocket Companies® and to allow our teams to continue providing their world-class services not only for Rocket Mortgage®, but to many of the companies within our family. ",Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQGfBVpA07XB6Q/company-logo_200_200/0/1642794486645?e=1677715200&v=beta&t=AHzrbhNKxlQvaEH4Xq6ZDN-rscts-jMnhikdGcsX9iY
35,"Snow Fox Data, a Division of Excelion Partners",Neenah,WI,"Neenah, WI",11-50 employees,https://www.snowfoxdata.com/,IT System Data Services,"Snow Fox Data is a premier data strategy, data science, data architecture, and solutions provider. A passionate team of data architects, data scientists, data engineers, and data analysts, we empower you to make clearer decisions through clever data solutions.
 ",Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQEw_AyFZlk3DA/company-logo_200_200/0/1660852608524?e=1677715200&v=beta&t=LEJiJGtdEW5pDCgX_R6NHq1oSrL1et7RS_UuJ1tsqn8
36,Spectrum Enterprise,Stamford,CT,"Stamford, CT","10,001+ employees",http://enterprise.spectrum.com/,Telecommunications,"Spectrum Enterprise, a part of Charter Communications, is a national provider of scalable, fiber-based technology solutions serving many of America's largest businesses and communications service providers. The broad Spectrum Enterprise portfolio includes Internet access, Ethernet access and networks, Voice and TV solutions extending to Managed IT solutions. Our industry-leading team of experts works closely with clients to achieve greater business success by providing these right-fit solutions designed to meet their evolving needs. For more information, visit enterprise.spectrum.com or call 888-812-2591. To view our privacy policy, please visit: https://www.spectrum.com/policies/your-privacy-rights",Unknown,1993.0,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQFRGnFyStCNlw/company-logo_200_200/0/1519855928093?e=1677715200&v=beta&t=R2g6V5hAZK7ykIuhJGfF0OBk68Siano80pZd_WbWiFk
37,VINCI,Nanterre,Île-de-France,"Nanterre, Île-de-France","10,001+ employees",http://www.vinci.com/,Construction,"VINCI is a global player in concessions and construction, employing more than 217.000 people in some 120 countries. 

We design, finance, build and operate infrastructure and facilities that help improve daily life and mobility for all.

Because we believe in all-round performance, above and beyond economic results, we are committed to operating in an environmentally and socially responsible manner. 

You can be part of projects that bring lasting change to urban ecosystems and entire regions. Join the team!

Key figures (2020) 
Revenue: €43.2 billion
Business units: 3.200 in 120 countries
People worldwide: 217.731
Projects worldwide: 270.000",Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C510BAQEjV-vDtrOz4w/company-logo_200_200/0/1519855892185?e=1677715200&v=beta&t=i3qaTLk-au7-TqH9t7t-JdbutwE723syIJcYe9eFlIs
38,Xylem,Washington,DC,"Washington, District of Columbia","10,001+ employees",http://www.xylem.com/,Industrial Machinery Manufacturing,"Xylem |ˈzīləm|

1) The tissue in plants that brings water upward from the roots;

2) a leading global water technology company.

Xylem, a leading global water technology company dedicated to solving the world’s most challenging water issues, is the leading global provider of efficient, innovative and sustainable water technologies improving the way water is used, managed, conserved and re-used. Our international team is unified in a common purpose: creating advanced technology and other trusted solutions to solve the world’s water challenges. We are committed to creating an organization of inclusion and diversity, where everyone feels involved, respected, valued and connected, and where everyone is free to bring their authentic selves and ideas.

If you are excited and passionate about helping us #letssolvewater, we want to hear from you! For more information, please visit us at www.xylem.com.",Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C510BAQGj5Q4q8PX2JQ/company-logo_200_200/0/1519911528231?e=1677715200&v=beta&t=aL5oS8PNzOgV0v7gBn4cV2-gExyrIahjzIs_7frf-4c
39,Premier Inc.,Charlotte,NC,"Charlotte, NC","1,001-5,000 employees",https://premierinc.com/,Hospitals and Health Care,"Uniting more than 4,400 hospitals and approximately 225,000 other providers and organizations to transform healthcare. 

As an industry leader, Premier has created one of the most comprehensive databases of actionable data, clinical best practices and efficiency improvement strategies.

Our award-winning and revolutionary technologies enable our members to collaborate more easily and efficiently. Our goal is to improve our members’ quality outcomes, while safely reducing costs. By engaging members and revealing new opportunities, we empower the alliance to improve the performance of healthcare organizations.

Named one of the World’s Most Ethical Companies® 14 years in a row, we are well-equipped to help health systems thrive. Premier. Transforming Healthcare Together. ",Unknown,1967.0,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQEfAKuIBzwL1A/company-logo_200_200/0/1649092488482?e=1677715200&v=beta&t=k9tG7uiYkNmryZN06UlurxApJL80YYTSNQ0-xLmedfA
40,Epsilon,Irving,TX,"Irving, Texas","5,001-10,000 employees",http://www.epsilon.com/,Advertising Services,"Epsilon is a global advertising and marketing technology company positioned at the center of Publicis Groupe. 

We connect advertisers with consumers to drive performance while respecting and protecting consumer privacy and client data. Epsilon accelerates clients’ ability to harness the power of their first-party data in order to enhance, activate and measure campaigns with confidence. We believe in an open, privacy-first advertising ecosystem. 

Over decades, we’ve built the industry’s most comprehensive identity graph to give brands, agencies and publishers the ability to reach real consumers across all channels and the open web. For more information, visit epsilon.com.

Follow us on Twitter: @EpsilonMktg | Facebook: @EpsilonMarketing | Instagram: @epsilonmarketing",Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEO3ziHcWN_oQ/company-logo_200_200/0/1656681282293?e=1677715200&v=beta&t=wAyPd2X5fbLbkBVWoOLuo4R0z19cASEUkTM0Em7DI0w
