name,url,headquarter,size,founded,company_type,industry,description,revenue,company_url,
Kimberly-Clark,"https://www.glassdoor.com/Overview/Working-at-Kimberly-Clark-EI_IE383.11,25.htm","Irving, TX",10000+ Employees,1872,Company - Public (KMB),Consumer Product Manufacturing,"Through collaborative teams that push boundaries and endless opportunities to work with some of the world’s most recognized brands, at Kimberly-Clark you and your purpose are in the driver seat of your career.

Huggies®. Kleenex®. Andrex®. Scott®. Kotex®. Poise®. Depend®. The proof is in our products – For 150 years, our brands have been brought to market by a team of purpose-led innovators dedicated to creating Better Care for a Better World. And it takes the right people—in the right jobs and the right place—to make that happen. Join our 46,000+ employees who are changing the world for the better and generously giving back to communities and causes around the globe.",$10+ billion (USD),http://www.kimberly-clark.com/,
Nikkiso Cryogenic Industries,"https://www.glassdoor.com/Overview/Working-at-Cryogenic-Industries-EI_IE1584069.11,31.htm","Temecula, CA",201 to 500 Employees,,Company - Private,Commercial Equipment Services,,Unknown / Non-Applicable,http://www.cryoind.com/,
"Ooma, INC","https://www.glassdoor.com/Overview/Working-at-ooma-EI_IE273768.11,15.htm","Sunnyvale, CA",501 to 1000 Employees,2004,Company - Public (OOMA),Telecommunications Services,"Ooma creates new communications experiences for small businesses and consumers. Its smart SaaS platform serves as a communications hub, which offers cloud-based telephony, home security and other connected services.

The Company’s business and residential communications solutions deliver its proprietary high-definition voice quality, advanced features and integration with mobile devices, at extremely competitive pricing and value.",$100 to $500 million (USD),http://www.ooma.com/,
"General Dynamics Mission Systems, Inc","https://www.glassdoor.com/Overview/Working-at-General-Dynamics-Mission-Systems-EI_IE941740.11,43.htm","Fairfax, VA",10000+ Employees,1952,Subsidiary or Business Segment,Aerospace & Defense,"At General Dynamics Mission Systems, a business unit of General Dynamics, we develop mission-critical C4ISR solutions across the land, sea, air, space and cyber domains, but that doesn’t tell our whole story.

When downed pilots are isolated in enemy territory, our equipment gives them a lifeline to call home. When a student opens a textbook to learn about the universe, they’re looking at data and pictures sent using our technology. When the government needs to share crucial top-secret information, our products help them keep this information out of the wrong hands. When sailors need to locate underwater mines, our technology allows them to find explosives with unmanned underwater vehicles.

Delivering C4ISR technology is what we do but we think why we do it is more important.",$1 to $5 billion (USD),http://www.gdmissionsystems.com/,
Procter & Gamble,"https://www.glassdoor.com/Overview/Working-at-Procter-and-Gamble-EI_IE544.11,29.htm","Cincinnati, OH",10000+ Employees,1837,Company - Public (PG),Consumer Product Manufacturing,"P&G was founded over 175 years ago as a soap and candle company. Today, we’re the world’s largest consumer goods company and home to iconic, trusted brands, including Always®, Charmin®, Duracell®, Fairy®, Febreze®, Gillette®, Head & Shoulders®, Oral B®, Pantene®, Pampers®, Tide®, and Vicks®.

The design, development, growth and success of these products—and many more—is thanks to the innovative and insightful minds of our people. From Day One, you’ll help make everyday life easier for our 5 billion customers through billion dollar brands. And as our customers are found around the globe, so too are our opportunities: wherever you are in the world, there will be a place for you with P&G nearby.

We offer opportunities in approximately 70 countries and continually aim to attract, reward and advance the finest people in the world. As a ""build from within"" organization, we see 95% of our people start at an entry level and progress through the organization. Here, we want you to get your career off to a fast start. That's why we don't have any rotational development programs or gradual ramping-up periods: you’ll be able—and encouraged—to dive right in from day one.

Join us and help make life better through meaningful work that makes an impact from Day One.",$10+ billion (USD),http://www.pg.com/,
Haver & Bocker USA,"https://www.glassdoor.com/Overview/Working-at-HAVER-and-BOECKER-EI_IE934830.11,28.htm","Oelde, Germany",1001 to 5000 Employees,1887,Unknown,Consumer Product Manufacturing,"With our team of qualified engineers and specialists, we develop and produce packing and screening machines for the raw material processing industry. We offer innovative solutions for packing, storing, logistics and processing technology.

We build the originals with a name that is known worldwide.

Two company divisions under one roof

We are a traditional family-led midsize company. Under a single roof we unify the company divisions of Wire Weaving and Machinery.
The Wire Weaving Division produces thousands of various types of wire mesh for screening, filtration and measurement technology. Also in the area of architecture we have an established position.
The Machinery Division is the specialist for the sector of packing and mineral processing technology. It produces and markets machines and plants for filling and processing loose materials in bulk.",$100 to $500 million (USD),http://www.haverboecker.com/,
Raytheon Missiles & Defense,"https://www.glassdoor.com/Overview/Working-at-Face-2-Face-Talent-Solutions-EI_IE2119116.11,39.htm","Glendale, AZ",1 to 50 Employees,,Unknown,,,Unknown / Non-Applicable,http://www.f2ftalentsolutions.com/,
Kelly,"https://www.glassdoor.com/Overview/Working-at-Kelly-EI_IE1564.11,16.htm","Troy, MI",5001 to 10000 Employees,1946,"Company - Public (KELYA, KELYB)",HR Consulting,"At Kelly, we connect great people with great companies.

We’re a leading advocate for nontraditional, independent workstyles, and we believe in the flexibility and tremendous growth opportunities they allow. That’s because the fear of getting “stuck” in a job is real. The reality of traditional work arrangements no longer fit the needs—or wants—of the evolving workforce, which is increasingly looking for ways to fit work into life.

We’re always thinking about what’s next and advising job seekers on new ways of working to reach their full potential. Our employment opportunities span a wide variety of industries, companies, and locations around the world. Whether you’re looking for a temporary or contract position that fits your lifestyle, a project that leads to longer-term employment, or the full-time job of your dreams, Kelly can help you find what’s next for your career.",$5 to $10 billion (USD),http://www.kellyservices.com/,
Oxford Global Resources,"https://www.glassdoor.com/Overview/Working-at-Oxford-Global-Resources-EI_IE33499.11,34.htm","Beverly, MA",501 to 1000 Employees,1984,Company - Private,HR Consulting,"At Oxford Global Resources, we believe top talent is the catalyst for progress and that organizations should always be connected to the expertise they need. Having a network of professionals with in-demand skill sets allows Oxford to provide our clients with immediate access to subject matter experts, so they can quickly build an entire team or augment internal resources.

Our network comes from consistently building relationships with skilled professionals in the industries we serve, including information technology, engineering, life sciences, and healthcare technology.

Just as we focus on helping organizations and consultants succeed, we also work to ensure our sales, recruitment, and corporate employees thrive in a challenging and rewarding environment. Oxford is built on the entrepreneurial spirit of our staff, which fosters a results-driven, team-supported culture where employees can develop their talents and grow in their careers.

Connect with us today at careers.oxfordcorp.com",$100 to $500 million (USD),http://www.oxfordcorp.com/,
NESC Staffing,"https://www.glassdoor.com/Overview/Working-at-NESC-Staffing-EI_IE268980.11,24.htm","Portsmouth, NH",501 to 1000 Employees,1984,Company - Private,HR Consulting,"NESC Staffing, LLC is a staffing agency offering personalized service that covers multiple industries. We currently service, but are not limited to, the following industries: Nuclear, Petroleum, Pharmaceutical, Aerospace, Automotive, Defense, Electronics, Research and Development, Telecommunications, Facilities, Biotechnology, Petrochemical, Information Technology (IT), and many more.",$5 to $25 million (USD),http://www.nesc.com/,
"G.D. Barri & Associates, Inc.","https://www.glassdoor.com/Overview/Working-at-G-D-Barri-EI_IE1424081.11,20.htm","Peoria, AZ",201 to 500 Employees,,Company - Private,Energy & Utilities,,$25 to $100 million (USD),http://www.gdbarri.com/,
RD Worldwide,"https://www.glassdoor.com/Overview/Working-at-RD-Worldwide-EI_IE270121.11,23.htm","Janesville, WI",1 to 50 Employees,1999,Company - Private,HR Consulting,"RD Worldwide, Inc. is a multi-million dollar leader in employee search & staffing. We work with select clients in various industries where we can make a positive contribution to the hiring process. Drawing from the owners’ more than 40 years of staffing experience, RD Worldwide provides customized recruitment solutions to employers – and offers candidates access to exclusive job opportunities.



RD Worldwide conducts searches for clients in the United States, Europe and Asia.",Less than $1 million (USD),http://www.rdwinc.com/,
FootBridge,"https://www.glassdoor.com/Overview/Working-at-FootBridge-EI_IE1907558.11,21.htm","Andover, MA",201 to 500 Employees,2000,Company - Private,Energy & Utilities,"At FootBridge, we understand the unique staffing needs of each of our clients and are thoroughly familiar with each industry we serve. By targeting each client’s specific and individual needs, we provide the right people who blend seamlessly with the organization or project immediately contributing to productivity. Together we get the job done.",$5 to $25 million (USD),http://www.footbridgecompanies.com/,
Goodwin Recruiting,"https://www.glassdoor.com/Overview/Working-at-Goodwin-Recruiting-EI_IE756884.11,29.htm","Manchester, NH",51 to 200 Employees,1999,Company - Private,HR Consulting,"Goodwin Recruiting (Forbes America's Best Recruiting Firms 2020, 2021, & 2022) is a full-service recruiting agency that was founded in hospitality. Our company was built on service, and as we have grown and expanded into a broad range of industries and specialties, that hospitality mentality has remained rooted at the core of everything we do. We are committed to providing highly personalized services, tailored to each candidate and client we work with. Across all business types, from executives to operators to administrative staff, each Goodwin Recruiting partner has an extensive background in his or her field of expertise. We speak your language, we know the ins and outs of recruiting, and we put our core values first, establishing game-changing partnerships with employers and job seekers alike.",$5 to $25 million (USD),http://www.goodwinrecruiting.com/,
"Opportunity Search, Inc.","https://www.glassdoor.com/Overview/Working-at-OSI-Staffing-Services-EI_IE1155627.11,32.htm","Columbus, OH",1 to 50 Employees,,Company - Public,,,Unknown / Non-Applicable,http://www.osistaff.com/,
Randstad Engineering,"https://www.glassdoor.com/Overview/Working-at-Randstad-EI_IE302306.11,19.htm","Diemen, Netherlands",501 to 1000 Employees,1960,Company - Public,HR Consulting,"We are the global leader in the HR services industry and specialized in solutions in the field of flexible work and HR services. By combining our passion for people with the power of today’s intelligent machines, we support people and organizations to realize their true potential.",$10+ billion (USD),http://www.randstad.com/,
SRG Talent,"https://www.glassdoor.com/Overview/Working-at-SRG-EI_IE344269.11,14.htm","London, United Kingdom",51 to 200 Employees,1990,Company - Private,Staffing & Subcontracting,,Unknown / Non-Applicable,http://www.srgtalent.com/,
Penmac Staffing,"https://www.glassdoor.com/Overview/Working-at-Penmac-Staffing-EI_IE697020.11,26.htm","Springfield, MO",51 to 200 Employees,,Company - Private,Advertising & Public Relations,,$5 to $25 million (USD),http://www.penmac.com/,
Iconic Siteworker,"https://www.glassdoor.com/Overview/Working-at-Iconic-Talent-EI_IE2907553.11,24.htm","Singapore, Singapore",1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable,http://null/,
INL,"https://www.glassdoor.com/Overview/Working-at-INL-EI_IE35236.11,14.htm","Idaho Falls, ID",201 to 500 Employees,1955,Government,Research & Development,"Idaho National Laboratory (INL, formerly Idaho National Engineering and Environmental Laboratory) performs applied engineering research in such areas as nuclear technology, national security, and energy. The laboratory campus, which consists of nearly 570,000 acres, also serves as an environmental research park. Established in 1949, INL is funded by the US Department of Energy and operated by the Battelle Energy Alliance, a partnership of Battelle Memorial Institute, BWX Technologies, Washington Group International, MIT, and the not-for-profit Electric Power Research Institute. The Department of Energy combined the laboratory with the Idaho-based nuclear facilities of Argonne National Laboratory in 2005.",Unknown / Non-Applicable,http://www.inl.gov/,
Mewbourne Oil Company,"https://www.glassdoor.com/Overview/Working-at-Mewbourne-Oil-Company-EI_IE1276914.11,32.htm","Tyler, TX",Unknown,,Company - Public,Energy & Utilities,,Unknown / Non-Applicable,https://www.bloomberg.com/profile/company/3585021Z:US,
ANGI Energy,"https://www.glassdoor.com/Overview/Working-at-Vontier-EI_IE4378962.11,18.htm","Raleigh, NC",5001 to 10000 Employees,2020,Company - Public,Taxi & Car Services,"With more people on the planet, rapid urbanization, and pressing environmental challenges, it’s time to create what’s next. Future cities are smarter cities, and they need infrastructure and tools for advanced mobility, reliability, safety, efficiency, and quality of life. Vontier is ready to build that future.

We are a global industrial technology company focused on smarter transportation and mobility. Our portfolio is built on industry-leading expertise in mobility technologies, retail and commercial fueling, fleet management, telematics, vehicle diagnostics and repair, and smart cities. These innovative companies—Gilbarco Veeder-Root, Global Traffic Technologies, Teletrac Navman, Matco Tools, and Hennessy Industries—are mobilizing the future to create a better world.

Ready to advance pioneering solutions for intelligent diagnostics, electric vehicles, and smart cities? Move your career forward at Vontier.

Our Covid-19 Response:

Keeping our 8,300 team members around the globe safe and healthy is our top priority. We share daily health and safety updates on our Vontier Social COVID-19 channel and offer a wide range of resources for managers and employees to reduce exposure, support physical and mental wellbeing, and keep our workplaces safe. We support remote work when it is possible and use block scheduling and other strategies to reduce density when it is not. We follow the latest CDC and WHO recommendations to ensure safe conditions in all of our facilities.",$1 to $5 billion (USD),http://www.vontier.com/,
SpaceX,"https://www.glassdoor.com/Overview/Working-at-SpaceX-EI_IE40371.11,17.htm","Hawthorne, CA",5001 to 10000 Employees,2002,Company - Private,Aerospace & Defense,"We've assembled an exceptional team of scrappy innovators committed to our mission. Helping achieve these goals will be one of the most challenging and rewarding endeavors of your career. You can expect to work alongside some of the brightest individuals and get exposure to leading-edge technology, while playing a direct role in shaping the future of humankind. We seek talented individuals with a pioneering spirit and a curiosity to seek what’s beyond the stars.",Unknown / Non-Applicable,http://www.spacex.com/,
MHS,"https://www.glassdoor.com/Overview/Working-at-Materials-Handling-System-EI_IE2751610.11,36.htm","São Paulo, Brazil",Unknown,,Company - Private,,,Unknown / Non-Applicable,http://www.mhs.com.br/,
KBR,"https://www.glassdoor.com/Overview/Working-at-KBR-EI_IE18604.11,14.htm","Houston, TX",10000+ Employees,1901,Company - Public (KBR),Aerospace & Defense,"We deliver science, technology and engineering solutions to governments and companies around the world. KBR employs approximately 28,000 people performing diverse, complex and mission critical roles in 34 countries.

We are a company of innovators, thinkers, creators, explorers, volunteers and dreamers. But we all share one goal: to improve the world responsibly and safely.

Together, KBR employees are pushing industries and organizations forward, from our headquarters in Houston, Texas, to Earth’s orbit and beyond. Our innate curiosity about our surrounding world creates a work environment where all are encouraged to follow their inspiration, try new directions and work collaboratively whenever possible. The result of this welcoming mindset informs everything we do and accomplish and has earned the respect of the world’s most renowned institutions.",$5 to $10 billion (USD),http://www.kbr.com/,
Worley,"https://www.glassdoor.com/Overview/Working-at-Worley-EI_IE35193.11,17.htm","North Sydney, Australia",10000+ Employees,1971,Company - Public (WOR),Energy & Utilities,"WorleyParsons Corporation puts its energy into energy and chemical plants. The US subsidiary of WorleyParsons Limited, the company is a top designer and builder of modular facilities for refineries and process plants in remote areas and harsh environments. WorleyParsons, whose services also include procurement and project management, targets the hydrocarbons, minerals and metals, infrastructure and environment, and power industries. Offshore work is provided by its INTECSEA arm. The US operations are supported by the WorleyParsons worldwide network. The company's global diversity and client base allow it to advance even in challenging market conditions.",$5 to $10 billion (USD),http://www.worley.com/,
Marmen Energy,"https://www.glassdoor.com/Overview/Working-at-Marmen-EI_IE483077.11,17.htm","Brandon, SD",201 to 500 Employees,1972,Company - Private,Metal & Mineral Manufacturing,"Marmen Energy, a family-owned business, is one of North America’s largest wind tower manufacturers. Located in Brandon, South Dakota, we are the US subsidiary of Marmen, a highly-regarded sub-contractor for original equipment manufacturers (OEMs) specializing in fabrication, high-precision machining and mechanical assembly for parts of all sizes.

At Marmen Energy, we work in a friendly environment that promotes teamwork and the development of everyone's potential. People looking to excel in their work will surely find an enriching environment where they can perfect their knowledge and stand out.",Unknown / Non-Applicable,https://marmeninc.com/en,
E-Pak Manufacturing,"https://www.glassdoor.com/Overview/Working-at-E-Pak-Manufacturing-EI_IE2544190.11,30.htm","Wooster, OH",51 to 200 Employees,,Company - Public,,,Unknown / Non-Applicable,http://www.epakmanufacturing.com/,
"Siemens Energy - contracted thru Siemens Energy Staffing, Inc.","https://www.glassdoor.com/Overview/Working-at-Siemens-EI_IE3510.11,18.htm","Munich, Germany",10000+ Employees,1847,Company - Public (SIE),Electronics Manufacturing,,$10+ billion (USD),http://www.siemens.com/,
"ERP Staffing, Inc.","https://www.glassdoor.com/Overview/Working-at-ERP-Staffing-EI_IE7807538.11,23.htm","Norwalk, CA",Unknown,,Company - Public,,,Unknown / Non-Applicable,http://erpstaffinginc.com/,
ACE Partners,"https://www.glassdoor.com/Overview/Working-at-Ace-Partners-EI_IE4495622.11,23.htm","Manchester, United Kingdom",Unknown,,Company - Private,,,Unknown / Non-Applicable,http://www.acepartners.co.uk/,
MSAG,"https://www.glassdoor.com/Overview/Working-at-MSAG-EI_IE812411.11,15.htm","Falls Church, VA",201 to 500 Employees,1989,Company - Private,Business Consulting,,$25 to $100 million (USD),http://www.msag.net/,
Smeal Fire Apparatus,"https://www.glassdoor.com/Overview/Working-at-REV-Group-EI_IE1272198.11,20.htm","Milwaukee, WI",5001 to 10000 Employees,,Company - Public (REVG),Consumer Product Manufacturing,"REV is a leading manufacturer of motor vehicles for bus, emergency, specialty and recreation markets worldwide. Our companies innovate, design and build products that connect and protect thousands of people every day.

REV’s lineup of products include ambulances, fire trucks, shuttle buses, transit buses, terminal trucks, street sweepers, luxury motorhomes and wheelchair accessible vans. REV owns 29 brands, employs more than 7,000 people in 18 different plants in the U.S. and produces more than 20,000 specialty vehicles annually.

Come and REV UP your career today: https://www.revgroup.com/rev-group-specialty-careers!",$1 to $5 billion (USD),http://www.revgroup.com/,
The Global Edge Consultants,"https://www.glassdoor.com/Overview/Working-at-Global-Edge-Consultants-EI_IE807909.11,34.htm","The Woodlands, TX",51 to 200 Employees,2008,Company - Private,HR Consulting,"The Global Edge Consultants is a full service firm specializing in the recruitment of technical and project personnel for industries such as Oil and Gas, Petrochemical, Chemical, Engineering, Power, Nuclear, Manufacturing and Government.

We focus on providing our clients with highly qualified, screened candidates for both domestic and international positions in a timely manner. Straightforward, honest, confidential searches protect candidates and provide direct hire, consulting or contract personnel to our clients. Many years of experience and knowledge of people in each industry allows us to match candidates with suitable positions.

We are proud to be recognized as a woman-owned business by the Women’s Business Enterprise National Council (WBENC). This affords us many benefits, including having our profile listed in a database accessed by hundreds of corporations in the United States, participation in networking events to grow business, access to mentoring and education, and much more.",$25 to $100 million (USD),https://www.theglobaledgeconsultants.com/,
Mainz Brady Group,"https://www.glassdoor.com/Overview/Working-at-Mainz-Brady-Group-EI_IE339012.11,28.htm","San Mateo, CA",201 to 500 Employees,2003,Private Practice / Firm,HR Consulting,"Mainz Brady Group is an IT staffing firm, serving California, Oregon, and Washington. As the pyramid in our logo reflects, building strong relationships is the foundation of what we do—and the reason clients and candidates choose to partner with us.",Unknown / Non-Applicable,http://www.mbg.com/,
MERRY AAA STAFFING,"https://www.glassdoor.com/Overview/Working-at-Merry-Targeted-Staffing-EI_IE1939582.11,34.htm","Putnam, CT",1 to 50 Employees,,Self-employed,,"Organized in 1963 as the first regional temporary personnel service in Connecticut, initially specializing in legal secretaries and support personnel to the legal profession.

Our approach is tailored to find the right employee for the right job. From temporary to permanent, professional opportunities with leading organizations, we are “the hire authority”. Our coordinators develop strong relationships with both client and candidate to ensure successful integration.

We have a strong reputation within the community as the premier staffing provider and sourcing solution for job seekers and employers alike.",Unknown / Non-Applicable,http://www.merrystaffing.com/,
May Mobility,"https://www.glassdoor.com/Overview/Working-at-May-Mobility-EI_IE2179384.11,23.htm","Ann Arbor, MI",201 to 500 Employees,2017,Company - Private,Computer Hardware Development,"May Mobility is a leading autonomous vehicle technology company headquartered in Ann Arbor, Michigan and established in 2017. With the goal of transforming cities through safe, accessible, green, transportation solutions, May Mobility engineers their proprietary system, Multi-Policy Decision Making (MPDM), from the ground up to offer a better, more scalable solution, delivering more than 300,000 autonomy-enabled rides to date. With key strategic partnerships including some of the world’s most innovative automotive and transportation companies, such as Toyota Motor Corporation, May Mobility provides transit solutions across the U.S. and Japan. For more information, visit maymobility.com",Unknown / Non-Applicable,http://www.maymobility.com/,
Mac Incorporated,"https://www.glassdoor.com/Overview/Working-at-MAC-Incorporated-EI_IE679019.11,27.htm","San Clemente, CA",1 to 50 Employees,2001,Company - Private,HR Consulting,"MAC Incorporated is a niche-based recruiting and staffing firm that specializes in the placement of engineering, maintenance, and operations management professionals. We understand the crucial role human beings play in the rate and quality of production output as well as the overall efficiency of asset utilization.",$5 to $25 million (USD),http://www.macttn.com/,
Actalent,"https://www.glassdoor.com/Overview/Working-at-Actalent-EI_IE5586338.11,19.htm","Hanover, MD",10000+ Employees,1983,Company - Private,Information Technology Support Services,"Actalent connects passion with purpose. Our scalable talent solutions and services capabilities drive value and results and provide the expertise to help our customers achieve more. Every day, our experts around the globe are making an impact. We’re supporting critical initiatives in engineering and sciences that advance how companies serve the world.

Actalent’s global footprint and flexible delivery models ensure access to specialized talent where and when you need it. We promote consultant engagement through professional development and provide experiences to ensure continuous learning. Our people are the difference.

Our expertise spans capabilities in engineering including product and manufacturing, systems and software, construction management, environmental, architecture and civil; and power and utilities. We focus on sciences capabilities in laboratory sciences, healthcare, and clinical research.

Actalent is an operating company of Allegis Group, the global leader in talent solutions.",$1 to $5 billion (USD),http://www.actalentservices.com/,
TEC Group INC,"https://www.glassdoor.com/Overview/Working-at-TEC-Group-EI_IE271049.11,20.htm","Troy, MI",201 to 500 Employees,1980,Company - Private,HR Consulting,"TEC has decades of experience fitting qualified jobseekers with hiring employers. With a long history of serving the automotive industry in Detroit, TEC now serves an increasingly diverse network of industries and locations nationwide.

Much has changed since 1980, but TEC’s reliability is, well, reliable. Our long-term success can be attributed to our dedication to long-term relationships.

We know that happy workers are hard workers, so we look out for the job satisfaction of our candidates. Then, they refer us to their qualified friends, who we place in new job openings, and so on.

With a constant stream of open positions and top-talent, TEC fills the needs of both our clients and our candidates again and again.",$25 to $100 million (USD),http://www.tec.biz/,
Robotic Research,"https://www.glassdoor.com/Overview/Working-at-Robotic-Research-EI_IE357882.11,27.htm","Gaithersburg, MD",51 to 200 Employees,2002,Company - Private,Computer Hardware Development,"For nearly 20 years, Robotic Research has been a leading provider of autonomy and robotic technology to advance the safety, security, and effectiveness of transportation and mission critical operations. Highly customizable, Robotic Research’s self-driving technology can be applied to a variety of platforms- from tugs, UAVs, and shuttles, to heavy-duty transit buses and full-size logistics trucks. Built from decades of experience with the DoD, our AutoDrive® autonomy kit was designed to tackle the industry’s greatest challenges, from GPS-denied environments to mixed-traffic and unpaved roads.",$25 to $100 million (USD),http://www.roboticresearch.com/,
Brookville Equipment Corporation,"https://www.glassdoor.com/Overview/Working-at-Brookville-Equipment-EI_IE902811.11,31.htm","Brookville, PA",51 to 200 Employees,1918,Company - Private,Transportation Equipment Manufacturing,,$25 to $100 million (USD),http://www.brookvillecorp.com/,
Varitec Solutions,"https://www.glassdoor.com/Overview/Working-at-Varitec-Solutions-EI_IE1701956.11,28.htm","Phoenix, AZ",Unknown,,Company - Private,Construction,"40 Years of Leadership in Engineered HVAC Solutions

Varitec is a leader in the engineering, development and installation of large-scale, energy-efficient HVAC systems for commercial buildings. Whether the objective of a customer is to start from scratch, upgrade an existing system, or set up an ongoing service and maintenance plan, we pride ourselves on being a single source for mechanical contractors, engineers, building owners, and general contractors alike. We attribute the sustained success of Varitec to our exemplary employees and dedication to providing world-class products and services.

Certainly, our margin of success in the industry is our employees, the backbone of our business. We have attracted and retained the industry’s brightest sales and engineering minds by empowering them with the authority, work environment, and tools necessary to operate at the highest ranks of the industry. Additionally, and equally as vital, our team’s dedication to the customer goes beyond dollars and cents. The connection formed between Varitec and those we serve spans beyond the projects we collaborate on to evolve into lasting relationships for years to come.

What we Offer:
• Competitive Compensation Plan based on experience
• Vacation and paid Holidays
• Medical, Dental, Vision, Life Insurance
• 401k with Industry leading 401K match
• Career growth opportunities",Unknown / Non-Applicable,https://varitecsolutions.com/,
Dominion Energy,"https://www.glassdoor.com/Overview/Working-at-Dominion-Energy-EI_IE204.11,26.htm","Richmond, VA",10000+ Employees,1909,Company - Public (D),Energy & Utilities,"More than 7 million customers in 16 states energize their homes and businesses with electricity or natural gas from Dominion Energy (NYSE: D), headquartered in Richmond, Va. The company is committed to sustainable, reliable, affordable and safe energy and to achieving net zero carbon dioxide and methane emissions from its power generation and gas infrastructure operations by 2050. Please visit DominionEnergy.com to learn more.

These are exciting days for energy companies, and Dominion Energy aims to shape the future of energy in America. We are looking at all of our work with fresh eyes, retooling everything we do, in every part of the company, to operate more sustainably and to deliver energy more reliably than ever. We are looking for interesting, independent thinkers and doers who can help shape the culture of a forward-looking company that’s proud of its rich legacy.",$10+ billion (USD),http://www.dominionenergy.com/,
Linde,"https://www.glassdoor.com/Overview/Working-at-Linde-EI_IE10436.11,16.htm","Guildford, United Kingdom",10000+ Employees,1879,Company - Public (LIN),Chemical Manufacturing,"Linde is known as a world leader in gases, engineering and healthcare. We operate in more than 100 countries across the globe and generated pro forma sales of USD 28 billion (EUR 25 billion) in 2019. But what makes us great is our people, because they make great things happen. Guided by integrity, Linde employees take pride in what they do, because they know it makes a real difference to our customers. They are empowered to turn a challenge into an opportunity to learn and grow. This is how they take the lead, every day.
For more information visit us on www.lindecareers.com",$10+ billion (USD),http://www.linde.com/,
"LEWCO, Inc.","https://www.glassdoor.com/Overview/Working-at-Lewco-EI_IE328663.11,16.htm","Sandusky, OH",51 to 200 Employees,1967,Company - Private,Machinery Manufacturing,,$25 to $100 million (USD),http://www.lewcoinc.com/,
EKFox,"https://www.glassdoor.com/Overview/Working-at-E-K-Fox-and-Associates-EI_IE1159818.11,33.htm","Fairfax, VA",51 to 200 Employees,,Company - Private,,"Originally established in 1980, E.K. Fox & Associates, Ltd. has grown into one of the most innovative and accomplished MEP engineering firms worldwide. Headquartered in Chantilly, Virginia, we have wide-ranging experience bringing our ingenuity and fresh perspectives to the most challenging construction and renovation projects. Our goal is to build strong relationships with our clients, providing superior service, added value, and the diligence needed to deliver excellence in design.",$5 to $25 million (USD),http://www.ekfox.com/,
Parsons,"https://www.glassdoor.com/Overview/Working-at-Parsons-Corporation-EI_IE4006.11,30.htm","Centreville, VA",10000+ Employees,1944,Company - Public (PSN),Information Technology Support Services,"Parsons (NYSE: PSN) is a leading technology firm driving the future of defense, intelligence, and critical infrastructure. By combining unique technologies with deep domain expertise across cybersecurity, missile defense, space, connected infrastructure, and smart cities, we're providing tomorrow's solutions today.

With a history of disruption beginning in 1944, we apply our distinct perspective to help our customers confront the issues of tomorrow in every domain—land, sea, air, space, and cyber. Our range of capabilities and our global network of resources lets us layer and integrate solutions to respond to any challenge with unmatched agility. In a time of rapid change, we see infinite sources of inspiration to fuel our creativity and enable the innovation necessary to accomplish our quest of delivering a better world.

For more about Parsons, visit us at parsons.com and follow our quest on Facebook, Instagram, Twitter, and LinkedIn.",$1 to $5 billion (USD),http://www.parsons.com/,
"Innovative Products of America, IPA Tools","https://www.glassdoor.com/Overview/Working-at-Innovative-Products-of-America-EI_IE720112.11,41.htm","Woodstock, NY",51 to 200 Employees,1991,Company - Private,Consumer Product Manufacturing,"Innovative Products of America (IPA) is an Original Equipment Manufacturing (O.E.M.) IPA® that is located in Woodstock, NY, and features on-site soldering, CNC, welding, fabrication and mechanical production lines which are supported by a team of electrical and mechanical engineers along with a full-service sales and marketing department. These elements allow IPA® to offer cutting-edge solutions, holding true to the company motto “Future Now®”",$5 to $25 million (USD),http://www.ipatools.com/,
Chelsea Building Products,"https://www.glassdoor.com/Overview/Working-at-Chelsea-Building-Products-EI_IE752408.11,36.htm","Oakmont, PA",51 to 200 Employees,,Company - Private,Machinery Manufacturing,,$25 to $100 million (USD),http://www.chelseabuildingproducts.com/,
"Romac Industries, Inc.","https://www.glassdoor.com/Overview/Working-at-Romac-Industries-EI_IE34552.11,27.htm","Bothell, WA",501 to 1000 Employees,1969,Company - Private,Machinery Manufacturing,"Keeping waterworks working, keeps Romac Industries in business. The company manufactures all manner of fluid system products. A short list includes repair clamps, basic couplings, service saddles, sewer products, dismantling joints, and restraint systems. Parts for the waterworks lineup are cast from high-grade ductile iron at Romac's US foundry. A fabricated steel division produces a myriad of standard size parts and accessories, offered through its catalog, as well customized offerings for non-traditional applications. Spanning North America, the company caters to water and wastewater industries.",$100 to $500 million (USD),http://www.romac.com/,
REMARMS LLC,"https://www.glassdoor.com/Overview/Working-at-RemArms-EI_IE7470139.11,18.htm","Lonoke, AR",Unknown,,Company - Public,,,Unknown / Non-Applicable,http://www.remarms.com/,
