company_name,headquarters,website,size,industry,founded,description,url,img_url,state/area,city
SNF Holding Company,"Riceboro, Georgia",https://us.snf.com,"1,001-5,000 employees",Chemical Manufacturing,,"SNF is the world’s leading manufacturer of water-soluble polymers, serving the municipal and industrial water and wastewater treatment markets, in addition to a wide array of specialty applications for various additional markets.  SNF is back-integrated as the world’s largest producer of Acrylamide monomer, which is the key ingredient of our Polyacrylamide-based flocculants.  Our current flocculant production sites span the globe with facilities in North America (Riceboro, GA and Plaquemine, LA), Europe, and Asia, with future expansion anticipated into other key, strategic geographical growth areas.

Key Figures:

• 4000 Employees Worldwide; 1500 in North America
• 18 Manufacturing Sites Worldwide; 10 Locations throughout the US
• Presence in 130 Countries
• 1100 Products used for Everyday Life
• 30,000 Customers
• 300,000 End Users
• Commitment to research and the creation of new products

In support of our global mission to be the largest and lowest cost producer of water-soluble polymers, SNF provides stability, global purchasing power, systems integration, production assets, inventory, and logistics to help keep our costs in check, and to offer reliable supply to our valued customers – even as market conditions and environmental factors outside our control occur in the market.  It is SNF’s desire to minimize any potential business or production interruptions.

Our Vision is to be the world’s preeminent producer of water soluble polymers.  SNF’s Mission is to assure our clients the most reliable source and the broadest range of polymers and services with the quality and price they need to meet their performance goals.  

Our Core Values are Trust, Respect, Accountability, and Creativity. 

We are an Equal Opportunity Employer and rely on the diversity of our workforce to drive innovation and growth.  We offer competitive salaries & benefits and unlimited opportunity for growth.",https://www.linkedin.com/company/snfhc/about,https://media-exp1.licdn.com/dms/image/C4E0BAQEjkLcibBIx2Q/company-logo_200_200/0/1634065971640?e=1677715200&v=beta&t=GRMk75zRmOITKZfx9_66EITeLU3pNRIFbxxSRkyGME0,GA,Riceboro
"CORE Consultants, Inc.","Englewood, Colorado",http://www.liveyourcore.com,51-200 employees,Civil Engineering,2014.0,"CORE Consultants, Inc. (CORE) is a professional services firm based in downtown Englewood, Colorado offering Civil Engineering, Natural Resources and Land Surveying services. Our team specializes in Land Development, Energy and Municipal projects throughout Colorado and the West. 

Founded in 2014, CORE has created a unique culture that empowers our people to thrive at home, at work and in their community. Our focus on balance has resulted in happy employees, happy clients, and successful communities. This philosophy has been paramount to CORE’s success and exponential growth. In fact, CORE has been recognized both locally and nationally by Inc. Magazine, The Denver Post, Zweig Group, Denver Business Journal and ENR Mountain States.

We’re proud to employ the very best people in the business. We have built a team that brings many decades of experience working in the Denver metro area and surrounding communities from Colorado Springs to Fort Collins. We focus on building strong relationships with our clients through unparalleled responsiveness, exceptional service and integrity. In fact, in a recent client satisfaction survey, CORE received top marks for our responsiveness—4.77 out of 5 stars! To our clients, we are more than professionals. We are trusted business partners.",https://www.linkedin.com/company/core-consultants-inc-/about,https://media-exp1.licdn.com/dms/image/C4E0BAQFnNsblhL95yw/company-logo_200_200/0/1640040191556?e=1677715200&v=beta&t=v6tckx0UaB2NmUiqPCCqrzokYw3z59ttSym7CkyyDOY,CO,Englewood
J C CHANG & ASSOCIATES,"TORRANCE, California",http://jccengineering.com,11-50 employees,Industrial Machinery Manufacturing,1985.0,"J C CHANG & ASSOCIATES is a company based out of 385 VAN NESS AVENUE, TORRANCE, California, United States.",https://www.linkedin.com/company/j-c-chang-&-associates/about,https://media-exp1.licdn.com/dms/image/C4E0BAQHF_0If1OomhA/company-logo_200_200/0/1573661786215?e=1677715200&v=beta&t=1B1I_DCvuNbg2TCLkF7QLe9gVW4j96dgvQay4c4cwrY,CA,TORRANCE
Arcadis,"Amsterdam, Nederland",http://www.arcadis.com,"10,001+ employees",Civil Engineering,,"Arcadis is the leading global Design & Engineering Consultancy for natural and built assets. Applying our deep market sector insights and collective design, consultancy, engineering, project and management services we work in partnership with our clients to deliver exceptional and sustainable outcomes throughout the lifecycle of their natural and built assets. We are 28,000 people, active in over 70 countries that generate €3.5 billion in revenues. We support UN-Habitat with knowledge and expertise to improve the quality of life in rapidly growing cities around the world. 

From climate change to rapid urbanization, our world is a more complex place. 

Whether it is maximizing space in cities or making wasteland habitable, we deliver exceptional and sustainable outcomes for our clients. Our people work collaboratively to create value through built and natural assets that work in harmony with their surroundings – from shopping centers in Shanghai to new rail systems in Doha and reducing air pollution in Los Angeles.

Arcadis. Improving quality of life.",https://nl.linkedin.com/company/arcadis/about,https://media-exp1.licdn.com/dms/image/C4D0BAQFY8nFYeVbhHQ/company-logo_200_200/0/1656905212628?e=1677715200&v=beta&t=BMEhk-PIYfV7-4Vysng0m0t-k-GbknP4WHdsfMKTLp8,Nederland,Amsterdam
"Coda, LLC","McLean, VA",http://www.codainsights.com,11-50 employees,Construction,,"Coda, short for Construction Data, is a tech company cut from a different cloth.

With a rich history in building, we understand the significant value that data adds to a project.

Coda is a technology company that delivers solutions to accelerate the discovery and availability of key knowledge, helping lower costs and optimize schedules.

By pairing construction data with decades of building expertise, the Coda team elevates virtual design and construction to provide meaningful, accurate, and actionable insights.

Our products and services harness best-in-class technology and building expertise to unlock actionable insight that enables owners, developers, and designers to make smarter, more informed decisions.

Coda's proprietary software products offer a multi-pronged approach to data-driven decision making that is unrivaled in the industry. Developed by our team of construction, architecture, and technology experts, our products are designed to anticipate the unknown, optimize outcomes, and accelerate the project lifecycle.",https://www.linkedin.com/company/codainsights/about,https://media-exp1.licdn.com/dms/image/C4D0BAQEf4Fqmx-NLrw/company-logo_200_200/0/1614350420428?e=1677715200&v=beta&t=cl72eDK5doCeL-69QvUDAddkDyysXM3tFedfZ6yQfWA,VA,McLean
"HR Green, Inc.","Cedar Rapids, IA",http://www.hrgreen.com,"501-1,000 employees",Civil Engineering,1913.0,"Founded in 1913, HR Green provides solutions that build communities and improve lives for our clients and the people they serve. These two concepts – building and improving – are the heart of why the company formed over 100 years ago and are the driving force in our people. In short, it is our mission and our pledge to every client. 
 
We collaborate across geographies and markets to provide solutions that inspire our employees, exceed our clients’ expectations, and create a lasting legacy in our communities. Our employees provide engineering excellence and management solutions in the following markets: Transportation, Water, Governmental Services, Land Development, Environmental, and Construction.",https://www.linkedin.com/company/hr-green-inc/about,https://media-exp1.licdn.com/dms/image/C4E0BAQFAGJ4e4wCO0A/company-logo_200_200/0/1542744648256?e=1677715200&v=beta&t=7wpPBXEMkcTneVzJhDOmJmIY5M1u_9QHruN6xNPYReU,IA,Cedar Rapids
System One,"Pittsburgh, Pennsylvania",https://www.systemone.com/,"5,001-10,000 employees",Staffing and Recruiting,,"System One is one of the largest outsourced services and workforce solutions firms in the United States. We are dedicated professionals ready to support your business needs. For over 40 years, we’ve evolved and expanded our nationwide delivery across multiple specialty areas, including engineering, energy, telecom, technology, legal, life sciences, creative & digital, and government. We pride ourselves on being a company of experts dedicated to saying “yes.” Because we say yes and invest in the future, we push the boundaries of innovative services and solutions to accomplish what other firms do not deliver. 

System One hires professionals across our network to work with our clients, some of whom are industry leaders and nationally branded organizations. We offer contract, contract-to-hire, and direct hire positions. Because we are highly specialized, we have better connections, market knowledge, and career opportunities. So get in touch with us, and let’s find your next challenge.",https://www.linkedin.com/company/system-one/about,https://media-exp1.licdn.com/dms/image/C560BAQFA2r_D7VJGEg/company-logo_200_200/0/1519860994278?e=1677715200&v=beta&t=KfSBmTW_AerzqADPc69N8ORlaMSpwuYPoGGV9oDvLIo,PA,Pittsburgh
California Water Service,,http://www.calwater.com,"1,001-5,000 employees",Utilities,1926.0,"California Water Service (Cal Water) is the largest regulated American water utility west of the Mississippi River and the third-largest in the country. Formed in 1926, the San Jose-based company serves 492,600 customer connections through 23 districts throughout the state.

Cal Water is the largest subsidiary of the California Water Service Group, which also includes Washington Water Service, New Mexico Water Service, Texas Water Service, and Hawaii Water Service. As a whole, the Group provides high-quality regulated and non-regulated utility services to approximately 2 million people in 100 communities. Company-wide, our employees share a commitment to being the leading provider of water and wastewater services and delivering quality, service, and value to our customers.",https://www.linkedin.com/company/california-water-service/about,https://media-exp1.licdn.com/dms/image/C4E0BAQHfiVv0BSec-Q/company-logo_200_200/0/1519856949089?e=1677715200&v=beta&t=Wd4rAq5_yP_Ydpjnkk-C5YcxkL_m5ObEFCqiRzHRuO8,,
Freeport-McMoRan,"Phoenix, AZ",http://www.FMJobs.com,"10,001+ employees",Mining,1834.0,"Freeport-McMoRan Inc. (FCX) is a leading international mining company with headquarters in Phoenix, Arizona. FCX operates large, long-lived, geographically diverse assets with significant proven and probable reserves of copper, gold and molybdenum. FCX is the world’s largest publicly traded copper producer. FCX’s portfolio of assets includes the Grasberg minerals district in Indonesia, one of the world’s largest copper and gold deposits, and significant mining operations in North and South America, including the large-scale Morenci minerals district in Arizona and the Cerro Verde operation in Peru.

FCX has a strong commitment to safety performance, environmental management and the local communities where it operates. FCX is a founding member of the International Council on Mining and Metals (ICMM) and is committed to implementation of the ICMM Sustainable Development Framework.

Our stock trades on the New York Stock Exchange under the ticker symbol “FCX”.",https://www.linkedin.com/company/freeport-mcmoran-inc/about,https://media-exp1.licdn.com/dms/image/C4E0BAQFYXWnYpp8NBw/company-logo_200_200/0/1519869468656?e=1677715200&v=beta&t=yFK5YgxzsndbxKL_AWWF8ov5PRkoFpofGAa2U9zNq0k,AZ,Phoenix
ARCO a Family of Construction Companies,"St. Louis, Missouri",https://thearcoway.com/,"1,001-5,000 employees",Construction,1992.0,"ARCO's goal is the same today as it was when we founded the company 30 years ago – to be the best design-build contractor in the industry and to serve our clients with expert skill and high integrity. We make the construction process enjoyable and beneficial for our associates and customers.

Our first core value is to ""treat people fairly and do the right thing."" We are committed to building and sustaining a culture that supports diversity and inclusion. From recruiting, training, and hiring practices, to the selection of our subcontractors, we understand that the diversity of all those involved in the construction process enhances our ability to deliver the best solutions to our customers.",https://www.linkedin.com/company/thearcoway/about,https://media-exp1.licdn.com/dms/image/C4E0BAQEhDxD-Gh1g6Q/company-logo_200_200/0/1595974231668?e=1677715200&v=beta&t=OOV4Pt-O5ElsVXi3rkZyzdQhYrlXacdxDo_p4oTrg4Q,MO,St. Louis
Borton-Lawson,"Wilkes-Barre, PA",http://www.borton-lawson.com,51-200 employees,Civil Engineering,1988.0,"What began as Borton Engineering Associates, Inc., a two-man engineering firm, employing Christopher Borton and Thomas Lawson, has grown to become a Top 500 ENR firm with offices throughout Pennsylvania. Borton-Lawson has seen continued growth throughout its history, but remains proud to be an organically grown and sustainably built business.

Borton-Lawson is committed to being a valuable and contributing partner to our clients in the Transportation, Oil & Gas, Facilities and Civil sectors. 

We pride ourselves on delivering high-quality solutions, done so in a team-orientated environment. All employees take pride in living out Borton-Lawson’s core values, which helps to ensure excellence in our work, professional pursuits and as contributing members to the communities in which we live and work.

Borton-Lawson strives to develop new ways to increase diversity awareness within our organization. We recruit and reward our employees based on capability and performance — regardless of race, gender, sexual orientation, gender identity or expression, lifestyle, age, educational background, national origin, religion or physical ability. For us, it is imperative to build balanced teams from all walks of life and we believe that a diverse workforce is a stronger workforce.

Our sister company, Precise Visual Technologies (PVT) leverages the latest in visualization technologies to transform how you see projects. To learn more about PVT check out the website.

 https://www.precisevisual.com/?gclid=CjwKCAjwj6SEBhAOEiwAvFRuKEyeVmbWIzr_TLRx7JGC7OSEi4HyyeNYFIhpxdpTVu2CohqzVds5ARoCTSsQAvD_BwE

To learn about open positions or join our team, visit our website: http://www.borton-lawson.com/join-our-team/#SilkroadFrame",https://www.linkedin.com/company/borton-lawson/about,https://media-exp1.licdn.com/dms/image/C4E0BAQGHOKxuAn5iNw/company-logo_200_200/0/1580216734599?e=1677715200&v=beta&t=BaYWuyjl7PG1ZFWymVPxpIK-G4bubWFdgI0RMmMeRks,PA,Wilkes-Barre
Intertek,,http://www.intertek.com,"10,001+ employees",International Trade and Development,1885.0,"Total Quality. Assured.

Intertek is a leading Total Quality Assurance provider to industries worldwide. Our network of more than 1,000 laboratories and offices in more than 100 countries, delivers innovative and bespoke Assurance, Testing, Inspection and Certification solutions for our customers' operations and supply chains. Intertek Total Quality Assurance expertise, delivered consistently with precision, pace and passion, enabling our customers to power ahead safely. 

Visit http://www.intertek.com  


Careers at Intertek: 
> Join an exciting workforce with job positions available around the globe. Check out the Intertek Careers page today: http://www.intertek.com/careers/",https://uk.linkedin.com/company/intertek/about,https://media-exp1.licdn.com/dms/image/C4E0BAQEjhhcgvkgBnQ/company-logo_200_200/0/1519855935143?e=1677715200&v=beta&t=QIiNu6kLhYGprBFxntff1c4JllrboHuiXp60l15lh6o,,
FedEx Services,"Memphis, Tennessee",https://careers.fedex.com/services,"10,001+ employees",Truck Transportation,2000.0,"FedEx Services connects businesses to solutions. Our team members coordinate sales, marketing, communications, information technology and customer services support for the FedEx global brand. They integrate the technology and services customers need to create solutions for global supply chains, e-commerce or any of today’s business challenges.

Please follow the official FedEx LinkedIn Company Page for updates, product and service information, operating company news and regular content: https://www.linkedin.com/company/fedex/  Be sure to visit the official page and join the conversation! We look forward to seeing you.",https://www.linkedin.com/company/fedex-services/about,https://media-exp1.licdn.com/dms/image/C4D0BAQG5-kCVBr6h7w/company-logo_200_200/0/1619700976034?e=1677715200&v=beta&t=sYnER179jHuSlazGEEZva5cp_A3rMV8iT2hel2TrhP8,TN,Memphis
Peabody Energy,"St. Louis, Missouri",http://www.peabodyenergy.com/,"5,001-10,000 employees",Mining,1883.0,"Peabody is the leading global pure-play coal company and a member of the Fortune 500, serving power and steel customers in more than 25 countries on six continents. Peabody offers significant scale, high-quality assets, and diversity in geography and products. Peabody is guided by seven core values: safety, customer focus, leadership, people, excellence, integrity and sustainability. For further information, visit www.PeabodyEnergy.com.",https://www.linkedin.com/company/peabody-energy/about,https://media-exp1.licdn.com/dms/image/C4E0BAQEqJJFsiR_EYw/company-logo_200_200/0/1519856267357?e=1677715200&v=beta&t=ORFygezc9gNIKt81Ak7_derbrsBSwL5cd1r4gGL8XUc,MO,St. Louis
United States Postal Service,"Washington, D.C.",http://www.usps.com/,"10,001+ employees",Government Administration,,"As the United States Postal Service continues its evolution as a forward-thinking, fast-acting company capable of providing quality products and services for its customers, it continues to remember and celebrate its roots as the first national network of communications that literally bound a nation together. Ours is a proud heritage built on a simple yet profound mission: Bind the nation together. Connect every American, every door, every business, everywhere through the simple act of delivering mail and packages. This idea of universal service is at the heart of the $1.4 trillion industry that employs more than 7.5 million people and drives commerce, plays an integral part in every American community and remains the greatest value of any post in the world. 

The Postal Service delivers more mail to more addresses in a larger geographical area than any other post in the world. The Postal Service delivers to more than 157 million addresses in every state, city and town in this country. Everyone living in the United States and its territories has access to postal products and services and pays the same postage regardless of their location. The Postal Service receives no tax dollars for operating expenses and relies on the sale of postage, products and services to fund its operations. 

Facebook: www.facebook.com/usps
Twitter: www.twitter.com/usps
Instagram: www.instagram.com/uspostalservice
Pinterest: www.pinterest.com/uspsstamps
YouTube: www.youtube.com/usps
Corporate Blog: www.uspsblog.com

This profile, while affiliated with the U.S. Postal Service®, is not an official customer service page. 
Please use one of the methods described below to receive assistance.
Get help on twitter @USPSHelp or call 800-275-8777or go to go.usa.gov/help

Thank you",https://www.linkedin.com/company/usps/about,https://media-exp1.licdn.com/dms/image/C4E0BAQGPbBkWPMuPdw/company-logo_200_200/0/1662644196730?e=1677715200&v=beta&t=rivaHWjhaPT1zkGt8uCHKPnvQr4pGMFOJy7d0LyoP4I,D.C.,Washington
Stanley Consultants,"Muscatine, IA",http://www.stanleyconsultants.com,"501-1,000 employees",Civil Engineering,1913.0,"Stanley Consultants is a consulting engineering firm recognized in the engineering industry for our commitment to client service and our passion to make a difference.  With a focus on energy, water, transportation and the environment, we bring global knowledge, a century of experience, and multi-disciplinary capabilities to serve our private and public clients. 

Throughout its history, Stanley Consultants' success has been a result of its member expertise, flexibility and willingness to ""go where our clients need us.""  As a result we are proud to have performed work in all 50 states, U.S. territories and in 118 countries.  Collaborating across the company, we field the best team to serve our clients.  Connect with us in offices located across the United States and throughout the world. We are ready to serve you from within your own community.

Wide Range of Service Capabilities:
Ranked as one of the world's largest consulting engineering firms, we offer you a wide range of services and capabilities in program management, planning, studies, design, architecture, environmental and construction administration.",https://www.linkedin.com/company/stanleyconsultants/about,https://media-exp1.licdn.com/dms/image/C4D0BAQFFiTAdD-A-6A/company-logo_200_200/0/1519856402757?e=1677715200&v=beta&t=0oib-vqnCwiM5nxOlP-urYU5VMuWNviEs74Pk-TD4yU,IA,Muscatine
DDG,,http://www.ddgpc.com,51-200 employees,Professional Services,1997.0,Broad Vision. Expert Focus.,https://www.linkedin.com/company/ddg-pc/about,https://media-exp1.licdn.com/dms/image/C560BAQHXu6VKDcYNgQ/company-logo_200_200/0/1656426901322?e=1677715200&v=beta&t=jDDS6gDtfK3TuM6IJA_GZSgMQAOKqSql65LZWizo1xQ,,
NJ Department of Environmental Protection,"Trenton, NJ",http://www.state.nj.us/dep/,"1,001-5,000 employees",Government Administration,1970.0,"On America's first official ""Earth Day"" — April 22, 1970, the New Jersey Department of Environmental Protection was born. New Jersey became the third state in the country to consolidate its past programs into a unified major agency to administer aggressive environmental protection and conservation efforts. Former Governor William T. Cahill appointed Richard J. Sullivan as the first commissioner.

Since that day, NJDEP began a role to manage natural resources and solve pollution problems. In what started with about 1,400 employees in five divisions, NJDEP now has a staff of approximately 2,900 and is a leader in the country for its pollution prevention efforts and innovative environmental management strategies.",https://www.linkedin.com/company/newjerseydep/about,https://media-exp1.licdn.com/dms/image/C560BAQGGyrSTTALYHA/company-logo_200_200/0/1614617091453?e=1677715200&v=beta&t=Z8_7NmOBA19FPXUnyyoP6ESZRHY-p1bXj2V59Oadg40,NJ,Trenton
Lochner,"Chicago, IL",http://www.hwlochner.com,"501-1,000 employees",Civil Engineering,1944.0,"Founded in 1944, H.W. Lochner, Inc. (Lochner) provides planning, environmental, design, construction engineering and inspection, and right of way services for surface transportation, rail, transit, and aviation clients across the U.S.

At Lochner, client focus is in our DNA—we are collaborative and attentive to the unique needs and goals of each project. The lasting relationships built with numerous clients and teaming partners are a source of pride and evidenced through a strong track record of repeat work. Our dedicated problem-solving approach transforms transportation infrastructure challenges into opportunities for innovation, added value, and impact mitigation. This dedication is coupled with a culture that values exceptional work delivered on time and on budget.",https://www.linkedin.com/company/lochner/about,https://media-exp1.licdn.com/dms/image/C560BAQHFq-7hr4usrQ/company-logo_200_200/0/1626984913708?e=1677715200&v=beta&t=XM2Xxab6-udd4hRfhz2ZN6VIYGsjvCqJGzYyI6Z5USs,IL,Chicago
Alcoa,"Pittsburgh, PA",http://www.alcoa.com,"10,001+ employees",Mining,1888.0,"Alcoa (NYSE: AA) is a global industry leader in bauxite, alumina and aluminum products with a vision to reinvent the aluminum industry for a sustainable future. With a values-based approach that encompasses integrity, operating excellence, care for people and courageous leadership, our purpose is to Turn Raw Potential into Real Progress. Since developing the process that made aluminum an affordable and vital part of modern life, our talented Alcoans have developed breakthrough innovations and best practices that have led to greater efficiency, safety, sustainability and stronger communities wherever we operate.",https://www.linkedin.com/company/alcoa/about,https://media-exp1.licdn.com/dms/image/C560BAQE6kfGPiqRYAw/company-logo_200_200/0/1657119734649?e=1677715200&v=beta&t=Z5f9w8CX5mTbTI0hhE4qndGLVw6-2tG8_mg0ZGAjNE4,PA,Pittsburgh
UniFirst Corporation,"Wilmington, MA",https://unifirst.com,"10,001+ employees",Textile Manufacturing,1936.0,"UniFirst Corporation (NYSE: UNF), headquartered in Wilmington, Mass., is a North American leader in the supply and servicing of managed uniform and workwear programs, as well as in the delivery of ancillary facility services. Together with its subsidiaries, the company also provides first aid and safety products, and manages specialized workwear programs for the cleanroom and nuclear industries. UniFirst manufactures its own branded work clothing, protective garments, and floorcare products; maintains 250 locations coast-to-coast; serves more than 300,000 business customers; and employs 14,000 employee Team Partners. The company outfits nearly 2 million workers each business day through its managed rental, lease, and purchase programs. 

UniFirst's Corporate Mission is to be recognized as the leading provider of quality uniform products and services. Our continuous customer focus enables us to grow, to provide an equitable return on investment, and to create development opportunities for our Team Partners.",https://www.linkedin.com/company/unifirst-corporation/about,https://media-exp1.licdn.com/dms/image/C4D0BAQG1iBS0VvOZng/company-logo_200_200/0/1631655508271?e=1677715200&v=beta&t=Q2m8c15YrCBQErO_yFa8burPKQg-Ny9f5UwUe4lPV8c,MA,Wilmington
"New Leaf Energy, Inc.","Lowell, MA",https://www.newleafenergy.com/,51-200 employees,Renewable Energy Semiconductor Manufacturing,2022.0,"New Leaf Energy is one of the leading developers of renewable energy and energy storage projects in the United States, both distributed generation and utility scale. Established as a standalone business in 2022 and headquartered in Lowell, MA, the company was formed out of Borrego’s market-leading solar and energy storage development business and is being led by Borrego’s former development business management team. 

New Leaf Energy partners with landowners, utilities and local communities to secure, design and permit commercial, community and utility-scale renewable energy and energy storage projects and prepare them for sale to long-term asset owners. Together with its partners, New Leaf Energy accelerates the adoption of renewable energy in service of the goal of rapidly decarbonizing our society. ",https://www.linkedin.com/company/new-leaf-energy-inc/about,https://media-exp1.licdn.com/dms/image/C4D0BAQG6fzCZE-EJTg/company-logo_200_200/0/1659028888809?e=1677715200&v=beta&t=ju5OpLCzyXkQaguJUTWoZf3nZwWeywi9OdXVz_iOsWs,MA,Lowell
Buro Happold,"Bath, England",http://www.burohappold.com,"1,001-5,000 employees",Construction,1976.0,"We're a global practice of engineers, consultants and advisers, with a presence in 31 locations, over 70 partners and 2,200 employees. 

Our community of experts create transformative outcomes for clients, communities and the planet. For over 45 years, we have built a reputation for delivering innovative, sustainable and value-led solutions within the built environment.",https://uk.linkedin.com/company/buro-happold/about,https://media-exp1.licdn.com/dms/image/C4E0BAQFl01lVRBEezw/company-logo_200_200/0/1663663459137?e=1677715200&v=beta&t=kM-j51fswDG2MszRLmey2LonXrxBfc5GQD889jMe2Pk,England,Bath
GeoEngineers Inc.,"Redmond, Washington",http://www.geoengineers.com/,201-500 employees,Civil Engineering,1980.0,"GeoEngineers Inc. is an employee-owned engineering and earth science consulting firm that cares about the important stuff. Our technical work is built on a foundation of community, caring for people and broad employee ownership.

We’ve assembled a diverse team of more than 400 technical experts across the United States—and they’re all here for you. By drawing from our deep bench of experienced professionals in engineering and earth science specialties, we can bring together the perfect team for your project. Together we can build your dream team.",https://www.linkedin.com/company/geoengineers/about,https://media-exp1.licdn.com/dms/image/C510BAQHs2IMv4q1R5Q/company-logo_200_200/0/1519856113406?e=1677715200&v=beta&t=NesQUwu5LsJlbE9NrWozf06nKSXB8KfnUW1sgw2GHzg,WA,Redmond
City of College Station,"College Station, Texas",http://www.cstx.gov,"1,001-5,000 employees",Government Administration,1938.0,"College Station, Texas, is home to more than 125,000 people from all walks of life. Our city is a combination of pure Texas and cultures from around the world, with Texas A&M University as our anchor.  Here are just a few reasons why you should be here:

Fastest Growing Cities Everyone Wants To Move To - Simplemost (2021)
No. 20, Fastest-Growing Cities in U.S. - WalletHub (2020)
No. 1, Best-Performing Small Cities in Texas - Milken Institute (2021)
No. 21, Best-Performing Small Cities in America - Milken Institute (2021)
No. 5, Texas Cities Best Positioned for Economic Advancement - LendEDU (2019)
The 12 Texas cities everyone is the country is moving to - Business Insider (2020)
No. 6, Least-Tenured Homeowners in U.S. - Inman (2020)
No. 3, Best Small Cities in Texas - BestCities.org (2021)
No. 12, Best Public Schools in America - Niche (2021)
No. 25, Best Cities in America to Raise a Family - Stacker (2021)
No. 24, Nations Top 25 Places to Live - Niche (2021)
No. 21, Best Cities to Raise a Family - Niche (2021)
No. 6, Best Small College Towns in America - WalletHub (2020)
No. 15, Cities with the Best Public Schools in America - Niche (2020)
No. 4, Best Cities in Texas to Live - Livability (2020)
No. 25, Best Cities in America to Raise a Family - Niche (2020)
No. 26, Best Cities to Live in America - Niche (2020)
Best Place in Texas to Live on a Fixed Income -- GoBankingRates (2019)
No. 1, Best Places in Texas to Retire -- CNBC (2018)
Top 100 Safest U.S. Cities to Retire -- Securitychoice.com (2018)",https://www.linkedin.com/company/city-of-college-station/about,https://media-exp1.licdn.com/dms/image/C510BAQF7xPt1x2YWBw/company-logo_200_200/0/1519856321187?e=1677715200&v=beta&t=HQYu-XaydrH3x1xSOYj7dzmolQCQWqU07vKg_k7PiUA,TX,College Station
City of Orlando,"Orlando , FL",http://www.orlando.gov,"1,001-5,000 employees",Government Administration,1885.0,"We strive to enhance the quality of life in the City of Orlando by delivering public services in a knowledgeable, responsive and financially responsible manner.

For most of Orlando’s history we’ve been the place everyone wants to visit. Today, Orlando is also the place where everyone wants to live and do business. List after list has Orlando as one of the fastest growing cities in America. We’re transitioning from our role as the young upstart to being a more mature, global City

This didn’t happen by accident. Together as a community, we developed a shared vision for our City and focused on creating partnerships to achieve this vision. Our vision ensures we are generating jobs, becoming the most sustainable City in the nation, keeping our community safe, making it easier to get around, increasing quality of life and ending homelessness.",https://www.linkedin.com/company/city-of-orlando/about,https://media-exp1.licdn.com/dms/image/C560BAQEoV_h8Hzm9Iw/company-logo_200_200/0/1656689486260?e=1677715200&v=beta&t=TebLzp_NzLgfPitNc-UC7klAyh5rFcKjQC7tjiMdn-M,FL,Orlando 
Technip Energies,,http://www.technipenergies.com,"10,001+ employees",Oil and Gas,,"Technip Energies is a leading Engineering & Technology company for the energy transition, with leadership positions in Liquefied Natural Gas (LNG), hydrogen and ethylene as well as growing market positions in blue and green hydrogen, sustainable chemistry and CO2 management. The company benefits from its robust project delivery model supported by extensive technology, products and services offering. 
Operating in 34 countries, our 15,000 people are fully committed to bringing our client’s innovative projects to life, breaking boundaries to accelerate the energy transition for a better tomorrow.
Technip Energies is listed on Euronext Paris with American depositary receipts (“ADRs”). For further information: www.technipenergies.com.",https://fr.linkedin.com/company/technip-energies/about,https://media-exp1.licdn.com/dms/image/C4D0BAQEY9t-VGSXrnA/company-logo_200_200/0/1611059120676?e=1677715200&v=beta&t=3gY8Dz2CQQHAzqHRWKos_rJT153tC5ShdchIlpJYQPc,,
"Robinson & Sawyer, Inc.","Gastonia, North Carolina",http://www.robinson-sawyer.com,2-10 employees,Civil Engineering,1962.0,"Robinson & Sawyer, Inc. is a well-established civil engineering firm that was founded in 1962.  The firm, since its beginning, has provided a wide range of civil engineering services to municipal and county governments as well as private clients.  
We currently offer comprehensive civil engineering design and consulting services in the fields of site development, transportation, and municipal engineering.  The areas of specialized expertise are shown below for which we provide investigations, conceptual planning and feasibility studies, engineering data collection, design, construction plans, specifications, construction contract documents, periodic construction observation, permitting and general coordination with local, state and federal regulatory agencies.


               Streets and Highways
-Roadway Geometric Design
-Pavement  Design
-Storm Drainage and Erosion Control 
-Construction Document Preparation Utilities

               Water Distribution Systems
-Wastewater Force Mains and Pump Stations 
-Wastewater Collection Systems 
-Permitting

               Hydrology
-Area Wide Drainage Studies 
-Open-Channel Design
-Storm Water Collection Systems, Erosion Control and Sedimentation Plans
-Storm Water Detention and Water Quality Facilities
-BMP Evaluation and Monitoring

               Cemeteries
-Design and layout

               Site Development
Municipal, Industrial, Commercial, Recreational, and Residential Site Development Services
-Site Evaluations
-Site Planning and Layout
-Civil Site Design  (Grading , Paving, Drainage, Erosion Control, Stormwater 

               Detention and Water Quality, Sanitary Sewer and Water Services)
-Bidding Services
-Construction Contract Document Preparation
-Construction Contract Administration                                                                                   

We'd love the opportunity to serve you! Message us today or check out our web-page for more information. ",https://www.linkedin.com/company/robinson-sawyer-inc/about,https://media-exp1.licdn.com/dms/image/C4E0BAQE_fBRrVTt29A/company-logo_200_200/0/1529528040097?e=1677715200&v=beta&t=8DjPw-21xNt0RzWmP3l1ZqZ36EYC03ubwIUt7ZD3t08,NC,Gastonia
